Compute Saved (%),csqa_gen,gsm8k,Average
0%,34.0,8.75,21.375
5%,34.0,8.75,21.375
10%,33.1342864780775,9.139571084865125,21.136928781471312
15%,29.395520650385283,10.82201570732662,20.108768178855954
20%,20.84537829936969,8.91817228742121,14.88177529339545
25%,13.795912573504882,6.401017124986099,10.098464849245492
30%,7.025094328656442,3.5416891258705814,5.283391727263512
45%,3.326493080298148,2.288246540149074,2.807369810223611
60%,1.842184414062691,0.1842184414062691,1.01320142773448
