Benchmark,Compute Saved @90%
commonsense_qa,97.91111768001969
hellaswag,97.91111768001969
mmlu_stem,97.91111768001969
openbookqa,97.91111768001969
piqa,97.91111768001969
squadv2,
winogrande,97.91111768001969
