Compute Saved (%),csqa_gen,gsm8k,Average
0%,37.75,11.75,24.75
5%,37.75,11.75,24.75
10%,37.75,11.75,24.75
15%,32.24267936925714,8.934981119025563,20.588830244141352
20%,30.944586489233984,8.090989242775958,19.517787866004973
25%,27.46245752334836,7.339941818761411,17.401199671054886
30%,23.980328557462734,6.588894394746864,15.2846114761048
45%,0.7641370259182891,0.40424110777548683,0.584189066846888
60%,0.1899799094734051,0.1899799094734051,0.1899799094734051
